campaign_id,comments,company_id,created_at,data.adjectives_bikes.0,data.adjectives_bikes.1,data.adjectives_bikes.2,data.adjectives_motors.0,data.adjectives_motors.1,data.adjectives_motors.2,data.adjectives_pubs.0,data.adjectives_pubs.1,data.adjectives_pubs.2,data.age_class,data.change.levers.0,data.change.levers.1,data.change.levers.2,data.change.motivation,data.change.other_levers,data.change2.levers.0,data.change2.levers.1,data.change2.levers.2,data.change2.motivation,data.change2.other_levers,data.comments,data.company_vehicle,data.confidentiality,data.constraints.0,data.constraints.1,data.constraints.2,data.constraints.3,data.employment_rate,data.equipments.0,data.equipments.1,data.equipments.2,data.equipments.3,data.equipments.4,data.equipments.5,data.equipments.6,data.freq_mod_bike,data.freq_mod_car,data.freq_mod_combined,data.freq_mod_journeys.0.days,data.freq_mod_journeys.0.modes.0,data.freq_mod_journeys.0.modes.1,data.freq_mod_journeys.0.modes.2,data.freq_mod_journeys.1.days,data.freq_mod_journeys.1.modes.0,data.freq_mod_journeys.1.modes.1,data.freq_mod_journeys.1.modes.2,data.freq_mod_journeys.2.days,data.freq_mod_journeys.2.modes.0,data.freq_mod_moto,data.freq_mod_pro_europe_car,data.freq_mod_pro_europe_combined,data.freq_mod_pro_europe_plane,data.freq_mod_pro_europe_train,data.freq_mod_pro_inter_car,data.freq_mod_pro_inter_combined,data.freq_mod_pro_inter_plane,data.freq_mod_pro_inter_train,data.freq_mod_pro_journeys.0.days,data.freq_mod_pro_journeys.0.destination.lat,data.freq_mod_pro_journeys.0.destination.lon,data.freq_mod_pro_journeys.0.hex_id,data.freq_mod_pro_journeys.0.mode,data.freq_mod_pro_journeys.1.days,data.freq_mod_pro_journeys.1.destination.lat,data.freq_mod_pro_journeys.1.destination.lon,data.freq_mod_pro_journeys.1.hex_id,data.freq_mod_pro_journeys.1.mode,data.freq_mod_pro_journeys.2.days,data.freq_mod_pro_journeys.2.hex_id,data.freq_mod_pro_journeys.2.mode,data.freq_mod_pro_journeys.3.days,data.freq_mod_pro_journeys.3.hex_id,data.freq_mod_pro_journeys.3.mode,data.freq_mod_pro_local_bike,data.freq_mod_pro_local_car,data.freq_mod_pro_local_combined,data.freq_mod_pro_local_journeys.0.days,data.freq_mod_pro_local_journeys.0.destination.lat,data.freq_mod_pro_local_journeys.0.destination.lon,data.freq_mod_pro_local_journeys.0.mode,data.freq_mod_pro_local_moto,data.freq_mod_pro_local_pub,data.freq_mod_pro_local_train,data.freq_mod_pro_local_walking,data.freq_mod_pro_region_car,data.freq_mod_pro_region_combined,data.freq_mod_pro_region_moto,data.freq_mod_pro_region_plane,data.freq_mod_pro_region_pub,data.freq_mod_pro_region_train,data.freq_mod_pub,data.freq_mod_train,data.freq_mod_walking,data.freq_trav_pro_inter,data.freq_trav_pro_local,data.freq_trav_pro_region,data.importance_comfort,data.importance_cost,data.importance_env,data.importance_flex,data.importance_most,data.importance_rel,data.importance_time,data.needs_bike,data.needs_car,data.needs_moto,data.needs_pub,data.needs_train,data.needs_walking,data.origin.address,data.origin.lat,data.origin.lon,data.remote_work_rate,data.terms_conditions,data.trav_pro.0,data.trav_pro.1,data.trav_pro.2,data.travel_pro,data.travel_time,data.version,data.workplace.address,data.workplace.lat,data.workplace.lon,data.workplace.name,id,token,typo.reco.access.cargo,typo.reco.access.covoit,typo.reco.access.elec,typo.reco.access.inter,typo.reco.access.marche,typo.reco.access.tpu,typo.reco.access.train,typo.reco.access.vae,typo.reco.access.velo,typo.reco.error,typo.reco.reco_dt2.0,typo.reco.reco_dt2.1,typo.reco.scores.cargo,typo.reco.scores.covoit,typo.reco.scores.elec,typo.reco.scores.inter,typo.reco.scores.marche,typo.reco.scores.tpu,typo.reco.scores.train,typo.reco.scores.vae,typo.reco.scores.velo,typo.reco.t_traj_mm.did,typo.reco.t_traj_mm.oid,typo.reco.t_traj_mm.t_tim,typo.reco.t_traj_mm.t_tp,typo.reco.t_traj_mm.t_velo,typo.reco_actions.mesure_dt1,typo.reco_actions.mesure_dt1.0,typo.reco_actions.mesure_dt1.1,typo.reco_actions.mesure_dt1.2,typo.reco_actions.mesure_dt2,typo.reco_actions.mesure_dt2.0,typo.reco_actions.mesure_dt2.1,typo.reco_actions.mesure_dt2.2,typo.reco_actions.mesure_pro.0,typo.reco_actions.mesure_pro.0.0,typo.reco_actions.mesure_pro.1,typo.reco_actions.mesure_pro.1.0,typo.reco_actions.mesure_pro.2,typo.reco_actions.mesure_pro_loc.0,typo.reco_actions.mesure_pro_regint.0,typo.reco_actions.mesures_globa.0,typo.reco_actions.mesures_globa.1,typo.reco_actions.mesures_globa.2,typo.reco_pro.reco_pro_int,typo.reco_pro.reco_pro_loc,typo.reco_pro.reco_pro_reg,typo.reco_pro.reco_pros.0,typo.reco_pro.reco_pros.1,typo.reco_pro.reco_pros.2,typo.reco_pro.reco_pros.3,updated_at
1,"1. Mettre tout au début que les données sont traitées de manière confirdentielle
2.j0'ai mis 1222 Vésenaz (ce qui est correct) et le survey a corrigé en 1244 Vésenaz (ce qui est faux...)
3. rajouter une option ""commentaure libre"" sur les contraintes
4. Rajouzer un petit texte d'intridzcion annonçant qu'il va y avoir trois sets de questions sur les déplacements locaux, régionaux et internationaux",1,2025-03-14T08:01:49.736847,healthy,ecological,autonomous,congested,polluting,expensive,ecological,safe,relax,45-64,,,,,,,,,,,,false,,heavy,,,,90,bike,upt_subs,,,,,,5,0,true,,,,,,,,,,,0,,,,,0,false,0,0,,,,,,,,,,,,,,,,,10,0,false,,,,,0,0,0,0,0,false,0,0,0,3,1,1,0,0,10,3,2,1,5,5,5,3,2,5,1,1,2,1,1,1244 Vésenaz CH,46.2399181,6.1982222,15,,,,,,30,,Route de la Galaise 32 1228 Plan-les-Ouates CH,46.1677445,6.1029748,,58,6yhmiDeDJVoZXFcwduMBuA,,0.7,1,1,0,1,0,0,0,,tpu,inter,,44,45,49,52,52,52,65,66,,,,,,,cff_pass_ag,,,,cff_pass_ag,,,,,,,,ebike_fleet,train_pro,,,,,velo,train,,,,,2025-03-14T08:14:12.748425
1,"Les questions sur la mobilité hors Travail / domicile ne capturent pas la complexité/diversité des déplacement, et les recommendations sur cet aspect sont peu intéressantes.
Les moyens de transports partagés (car sharing/vléo partage, ...) ne semblent pas pris en compte ?
La question sur la priorisation des éléments (rapidité, conforts etc...) est interessante, mais on ne voit pas dans les résultats comment elle est prose en compte. Une mention de ces aspects à la fin serait utile.",1,2025-03-14T08:10:19.682400,cheap,healthy,autonomous,expensive,polluting,autonomous,ecological,congested,,45-64,,,,,,,,,,,,false,,,,,,100,bike,upt_subs,car_driver,,,,,4,0,true,,,,,,,,,,,0,,,,,0,true,1,3,,,,,,,,,,,,,,,,,0,0,false,,,,,0,0,0,0,0,false,0,0,0,0,4,4,0,3,1,1,5,1,5,3,5,4,3,5,1,1,5,4,4,"Chemin Louis-Dégallier 71C, 1290 Versoix CH",46.285885449999995,6.15609325,10,,,,,,45,,"Place d'Armes 20, 1227 Carouge CH",46.1867312,6.1394257,,60,jS7-hdQPwvIG4nrcaEbXqw,,0.7,0.7,0,0,1,1,1,0,,train,tpu,,48,48,57,58,62,64,58,59,,,,,,,cff_pass_ag,,,,cff_pass_ag,,,,,,,,,train_pro,,,,train,,,,,,,2025-03-14T08:25:37.522491
1,"
“What is your remote work rate ?”
Pour les personnes à temps partiel, pas très clair comment on doit répondre (et du coup il pourra y avoir un doute sur l’interprétation des réponses). Par ex. je travaille à 50%, dont la moitié en télétravail. Est-ce que j’indique 50% ou 25% comme taux de teletravail? On pourrait préciser dans la consigne la manière dont les gens à temps partiel doivent répondre.

« what are your possible constraints related to daily mobility”
L’option de réponse “parking card for disabled people” n’est pas une contrainte en soi il me semble. Avoir un handicap oui mais pas avoir la carte (ou alors c’est l’absence de carte alors qu’on en aurait besoin qui est la contrainte ?)
Pour cette même question, ajouter « none » ?(et « other » ?)

“How often do you use the following modes of transportation to get to work?”
C’est bizarre que l’échelle soit sur 7 jours non si on se rapporte seulement aux déplacements pour aller au travail. 


Pour les adjectifs en lien avec le vélo c’est un peu bizarre de mettre « healthy » et « bad weather » ensemble. 
Comment sont utilisés ces adjectifs dans l’outil ? Est-ce qu’on pourrait anticiper créer des messages personnalisés en fonction de ce que les gens répondent ? Par exemple quelqu’un qui dit que la voiture c’est rapide voit apparaitre un message qui dit qu’en moyenne sur une distance de Xkm dans une zone urbaine les vélos sont plus rapides que les voitures. 

Pour le feedback donné à la fin, pour une personne qui utilise déjà un mode de transport durable j’ajouterai un petit message du type :
Your commuting habits are already sustainable. Congratulations! To support you in maintaining this sustainable mode of transportations, your employer has taken measures. The following alternatives are available to you:

",1,2025-03-14T08:31:28.960184,bad_weather,,,fast,reliable,practical,slow,unpleasant,congested,26-44,,,,,,,,,,,,false,,,,,,45,eab,,,,,,,0,5,false,,,,,,,,,,,0,,,,,0,false,1,0,,,,,,,,,,,,,,,,,8,0,false,,,,,2,0,0,0,0,false,0,0,0,0,0,0,0,1,6,0,3,2,4,4,2,4,4,5,1,1,3,1,1,1225 Chêne-Bourg CH,46.19959585,6.19524305,20,,,,,,30,,"Université de Genève - Uni Mail, Boulevard du Pont-d'Arve 40, 1205 Geneva CH",46.19496565,6.13994545,,62,1VB0Fxwg7UMY6UMBRuFn6g,,0.7,0.7,0,0,1,1,1,0,,vae,tpu,,55,61,53,52,49,46,55,56,,,,,,,shower,bike_parking,bike_equipment,,cff_pass_ag,,,,,,,,ebike_fleet,,,,,,velo,,,,,,2025-03-14T08:52:24.269577
3,"Très claire, j’aime bien le format, la lisibilité, user friendly. Conseils utiles à la fin ",2,2025-03-14T12:19:58.914798,autonomous,healthy,tiring,autonomous,practical,congested,fast,expensive,practical,26-44,,,,,,,,,,,,false,,,,,,50,bike,upt_subs,train_subs,,,,,0,0,true,,,,,,,,,,,0,,,,,0,false,0,0,,,,,,,,,,,,,,,,,0,0,false,,,,,0,0,0,0,0,true,0,0,4,4,5,0,5,0,0,4,3,5,4,3,1,5,5,3,1,1,5,5,5,"Place du Vallon 2, 1011 Lausanne CH",46.526901499999994,6.63937425,0,,,,,,40,,"46.5207338, 6.5646557",46.52034245,6.56488125,,65,4PznepCSh-B1XNT3cMqKNg,,0.7,0.7,0,0,1,1,1,0,,tpu,vae,,45,48,52,70,64,52,55,56,,,,,,,tpg_pass,,,,shower,bike_parking,,,,,,,,train_pro,,,,,,train,,,,,2025-03-14T12:33:46.101649
3,,2,2025-03-14T18:49:28.158037,,,,,,,,,,25-44,,,,0,,,,,,,,false,true,dependent,,,,80,car_driver,car_passenger,bike,ebike,upt_subs,car,mob_subs,0,0,false,2,car,,,2,bike,train,pub,,,0,,,,,0,false,0,0,,,,,,,,,,,,,,,,,0,0,false,,,,,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,5,4,5,5,3,4,3,1,5,3,4,4,1,"Rue Charles-Giron 26, 1203 Geneva CH",46.2073388,6.1268707,0,true,,,,false,60,,,46.5203631556945,6.568084541701296,,66,Eo7ejHQ_dvR1JQAs7iCR3Q,0,0.7,0.9,1,0,1,1,0,0,,inter,tpu,56,53,57,60,63,58,58,53,56,,,,,,,,,,,tpg_pass,,,,,,,,,,wfh,wftp,En vélo sur mars,,,,,,,,2025-10-17T19:08:49.713323
3,,2,2025-03-14T18:52:36.788985,ecological,practical,autonomous,expensive,polluting,,constraining,ecological,,26-44,,,,,,,,,,,,false,,dependent,,,,80,upt_subs,train_subs,bike,,,,,0,0,false,,,,,,,,,,,0,,,,,0,false,0,0,,,,,,,,,,,,,,,,,0,0,false,,,,,0,0,0,0,0,false,0,0,0,0,4,0,0,0,0,0,3,3,5,5,2,5,5,5,1,1,5,5,1,"Avenue des Acacias 6, 1006 Lausanne CH",46.5132475,6.6314534,20,,,,,,30,,Rue Jean Tschumi 1015 Ecublens CH,46.52034245,6.56488125,,67,lKJyoErVm3ZLPq1aPTo9YQ,,0.7,1,0,0,0,0,1,0,,vae,elec,,44,50,51,52,61,53,57,58,,,,,,,shower,bike_parking,,,ev_charging,,,,,,,,,,,,,,,,,,,,2025-03-14T18:58:49.360238
3,,2,2025-03-15T14:00:28.266763,ecological,pleasant,reliable,pleasant,polluting,practical,tiring,unpleasant,expensive,26-44,,,,,,,,,,,,false,,dependent,,,,80,car_driver,upt_subs,,,,,,0,0,true,,,,,,,,,,,0,,,,,0,false,1,1,,,,,,,,,,,,,,,,,0,0,true,,,,,0,5,5,5,0,false,0,0,0,0,3,3,3,1,5,1,5,4,4,2,2,3,3,1,1,1,2,2,5,1800 Vevey CH,46.4510655,6.839870400000001,40,,,,,,50,,"École Polytechnique Fédérale de Lausanne, Route Cantonale, 1025 Ecublens CH",46.518754400000006,6.566174200000001,,69,BSBmxXvtOR_QKI8RgQnE5w,,0.7,1,1,0,1,0,1,0,,tpu,inter,,48,47,53,66,55,54,47,48,,,,,,,tpg_pass,,,,cff_pass_ag,,,,,,,,,train_pro,,,,train,marche,,,,,,2025-03-15T14:05:14.630283
3,,2,2025-03-16T19:01:55.383289,autonomous,ecological,reliable,fast,polluting,autonomous,expensive,pleasant,safe,18-24,,,,,,,,,,,,false,,heavy,night,,,20,eab,upt_subs,,,,,,4,0,false,,,,,,,,,,,0,,,,,0,false,0,0,,,,,,,,,,,,,,,,,0,0,false,,,,,0,0,0,0,0,false,0,0,0,0,3,0,0,0,2,0,3,4,4,1,1,4,5,4,1,1,5,4,4,"La Ruelle 6, 1026 Echandens CH",46.534408150000004,6.54221295,0,,,,,,15,,"École Polytechnique Fédérale de Lausanne, Route Cantonale, 1025 Ecublens CH",46.518754400000006,6.566174200000001,,70,8EL_w74NamYg8zk43PMuDw,,1,1,1,0,1,0,0,0,,tpu,inter,,47,46,50,58,62,51,62,63,,,,,,,tpg_pass,,,,cff_pass_ag,,,,,,,,,,,,,,,,,,,,2025-03-16T19:14:49.795559
1,"La longueur du questionnaire est appropriée. Il manque la proposition du mode de transport ""trottinette"" (électrique ou non), seul ou en combinaison",1,2025-03-17T13:45:50.467056,ecological,autonomous,healthy,congested,polluting,expensive,ecological,relax,reliable,45-64,,,,,,,,,,,,false,,,,,,25,eab,upt_subs,,,,,,1,0,false,,,,,,,,,,,0,,,,,0,false,0,0,,,,,,,,,,,,,,,,,0,0,false,,,,,0,0,0,0,0,false,0,0,0,0,1,0,0,0,1,1,4,3,5,4,4,4,3,5,1,1,5,3,3,1258 Perly-Certoux CH,46.1574217,6.0918963999999995,35,,,,,,10,,Route de la Galaise 32 1228 Plan-les-Ouates CH,46.1677445,6.1029748,,71,WXeMPaky5QCc-kP2UW4aHw,,0.7,0.7,0,0,1,1,1,1,,velo,vae,,46,46,48,56,57,52,57,58,,,,,,,shower,bike_parking,bike_equipment,,shower,bike_parking,bike_equipment,,,,,,,,,,,,,,,,,,2025-03-17T14:07:14.529657
3,"Excellent c'est vraiment rapide. Pour les adresses il faut indiquer de mettre entrer...
Merci pour ce travail",2,2025-03-17T13:58:29.417798,fast,relax,healthy,slow,polluting,congested,slow,constraining,ecological,26-44,,,,,,,,,,,,false,,,,,,100,bike,train_subs,upt_subs,car_driver,,,,3,0,true,,,,,,,,,,,0,,,,,0,false,0,0,,,,,,,,,,,,,,,,,2,0,false,,,,,0,2,1,4,0,false,0,0,0,0,2,2,5,0,4,0,3,1,5,5,5,5,5,5,1,1,3,2,5,"Rue de Versoix, 01210 Ferney-Voltaire FR",46.259803649999995,6.1178092,0,,,,,,40,,"Route de la Galaise 15a, 1228 Plan-les-Ouates CH",46.1654998,6.1027588999999995,,72,1-oZ-gbo1fym8rdexasAGg,,0.7,0.7,0,0,1,0,1,0,,vae,tpu,,46,49,53,70,54,55,58,59,,,,,,,shower,bike_parking,,,tpg_pass,,,,,,,,,,,,,,marche,,,,,,2025-03-17T14:02:59.857640
3,"Afficher la consigne de presser Entrée pour l'adresse en plus gros. Les qualificatifs devraient être plus visiblement différenciés, ce n'est pas évident qu'on sélectionner 2 adjectifs différents dans la même boite verte. Réduire la police de cette boire ou agrandir la boite de dialogue, car les lignes se superposent",2,2025-03-17T14:02:42.782074,expensive,ecological,healthy,expensive,polluting,autonomous,ecological,congested,practical,26-44,,,,,,,,,,,,false,,,,,,100,bike,upt_subs,train_subs,car_driver,,,,0,0,false,,,,,,,,,,,0,,,,,0,false,0,0,,,,,,,,,,,,,,,,,0,0,false,,,,,0,0,0,0,0,false,0,0,0,0,5,0,0,0,1,0,2,3,3,3,2,3,5,4,1,1,4,2,3,"Avenue du Léman 66, 1005 Lausanne CH",46.513951899999995,6.65226265,40,,,,,,40,,Rue Jean Tschumi 1015 Ecublens CH,46.52034245,6.56488125,,74,xm_zVRKZTSK5bKzbjq7z2A,,0.7,0.7,1,0,1,0,1,0,,tpu,vae,,47,48,49,56,63,48,52,53,,,,,,,tpg_pass,,,,shower,bike_parking,,,,,,,,,,,,,,,,,,,2025-03-17T14:20:05.853440
3,"Pas hyper user friendly - ""press enter"" pour entrer l'adresse de domicile, j'ai abandonné. Beaucoup trop de texte à lire",2,2025-03-17T14:08:49.658823,unpleasant,bad_weather,dangerous,fast,practical,polluting,expensive,ecological,safe,16-17,,,,,,,,,,,,false,,,,,,100,train_subs,upt_subs,car_driver,,,,,0,0,true,,,,,,,,,,,0,,,,,0,false,0,0,,,,,,,,,,,,,,,,,0,0,false,,,,,0,0,0,0,0,true,0,0,3,3,1,1,0,0,0,3,3,4,3,4,4,4,5,1,4,1,3,3,3,"Avenue Nestlé, 1800 Vevey CH",46.46384855,6.83746205,40,,,,,,45,,Rue Jean Tschumi 1015 Ecublens CH,46.52034245,6.56488125,,75,dsSs10R3RGNM8uMfLjwVow,,0.7,0.7,1,0,1,0,1,0,,inter,tpu,,54,54,56,56,53,53,45,46,,,,,,,cff_pass_ag,,,,tpg_pass,,,,,,,,,train_pro,,,,,,train,,,,,2025-03-18T09:55:22.314552
1,"question sur la fréquence des modes pas assez claire, il faudrait bien préciser qu on ne parle pas de temps nécessaire pour chaque mode",1,2025-03-17T15:21:25.620376,practical,ecological,autonomous,dangerous,polluting,tiring,ecological,safe,practical,26-44,,,,,,,,,,,,false,,dependent,,,,80,train_subs,upt_subs,eab,,,,,0,0,true,,,,,,,,,,,0,,,,,0,false,0,0,,,,,,,,,,,,,,,,,0,0,false,,,,,0,0,0,0,0,false,0,0,0,0,2,2,0,0,2,1,3,3,5,4,1,5,5,3,1,2,5,5,1,"Route de Divonne 25, 1260 Nyon CH",46.3823007,6.2287618,30,,,,,,50,,"Route de la Galaise 15a, 1228 Plan-les-Ouates CH",46.1654998,6.1027588999999995,,77,xVIqfI7pEdIVeN6Qfz6w1w,,0.7,1,0,0,1,0,0,0,,tpu,elec,,44,50,55,52,57,56,54,55,,,,,,,cff_pass_ag,,,,,,,,,,,,,,,,,,,,,,,,2025-03-17T15:34:45.702497
1,,1,2025-03-17T15:44:26.283238,dangerous,unpleasant,healthy,polluting,reliable,autonomous,slow,impractical,congested,26-44,,,,,,,,,,,,true,,heavy,dependent,,,100,car_driver,upt_subs,car_passenger,,,,,2,5,false,,,,,,,,,,,0,,,,,2,true,2,1,,,,,,,,,,,,,,,,,0,0,false,,,,,0,0,0,0,0,false,0,0,0,0,0,0,0,2,1,1,5,4,2,3,5,5,5,3,5,2,1,1,1,"Route de Divonne 25, 1260 Nyon CH",46.3823007,6.2287618,0,,,,,,30,,Route de la Galaise 32 1228 Plan-les-Ouates CH,46.1677445,6.1029748,,78,pnOvVySH-pLbW2EVdVSrlw,,1,1,0,0,0,0,0,0,,covoit,elec,,68,67,58,52,46,49,49,50,,,,,,,,,,,,,,,,,,,,train_pro,,,,train,,,,,,,2025-03-17T15:50:41.192705
3,,2,2025-03-18T07:53:04.810572,autonomous,healthy,reliable,expensive,polluting,congested,ecological,safe,,26-44,,,,,,,,,,,,false,,dependent,,,,80,bike,eab,,,,,,4,0,false,,,,,,,,,,,0,,,,,0,false,0,0,,,,,,,,,,,,,,,,,0,0,true,,,,,0,2,5,5,0,false,0,0,0,0,0,1,2,0,5,0,1,4,3,5,1,5,5,5,1,1,4,1,1,"Chemin de Bel Orne, 1008 Prilly CH",46.5299557,6.604908,0,,,,,,20,,"EPFL 1024 Ecublens ",46.52034245,6.56488125,,79,hApaNv1TO-UYMbrwgje4gQ,,0.7,1,0,0,0,0,1,0,,vae,elec,,43,51,47,56,51,45,68,69,,,,,,,shower,bike_parking,,,ev_charging,,,,,,,,,,,,,,marche,,,,,,2025-03-18T08:01:17.055689
3,,2,2025-03-18T10:20:53.585816,fast,practical,pleasant,impractical,fast,constraining,practical,cheap,reliable,26-44,,,,,,,,,,,,false,,,,,,100,eab,upt_subs,,,,,,0,0,false,,,,,,,,,,,0,,,,,0,true,1,1,,,,,,,,,,,,,,,,,0,0,false,,,,,0,0,0,0,0,false,0,0,0,0,1,0,0,1,0,0,3,3,3,3,1,4,4,5,3,1,5,1,1,"Cour de l'Emine, 1226 Thônex CH",46.203168500000004,6.213533050000001,80,,,,,,25,,"Route de La-Capite 91, 1223 Cologny CH",46.2249961,6.19148835,,81,uQf712QWcvBwskOepwSwvA,,0.7,0.7,0,0,1,0,1,1,,velo,vae,,50,55,50,52,55,44,56,57,,,,,,,shower,bike_parking,,,shower,bike_parking,,,,,,,,train_pro,,,,train,,,,,,,2025-03-18T19:21:08.653311
1,,1,2025-03-18T17:00:36.907651,ecological,relax,healthy,expensive,polluting,constraining,practical,ecological,reliable,26-44,,,,,,,,,,,,true,,,,,,80,bike,eab,upt_subs,train_subs,car_driver,,,3,1,true,,,,,,,,,,,0,,,,,0,false,0,2,,,,,,,,,,,,,,,,,5,2,true,,,,,0,10,10,5,0,true,0,0,4,4,3,2,2,2,6,3,5,3,5,4,5,4,2,5,3,1,5,5,3,"Chemin de Presles, 74500 Lugrin FR",46.3983026,6.6481223499999995,20,,,,,,90,,"Avenue de Sévelin 28, 1004 Lausanne",46.1677445,6.1029748,,83,QyKN0C5yBdyetQ_jPJ1PpQ,,0.7,0.7,1,0,0,0,0,0,,inter,covoit,,52,52,57,60,61,61,60,61,,,,,,,cff_pass_ag,,,,,,,,,,,,ebike_fleet,train_pro,,,,,velo,train,,,,,2025-03-18T17:07:04.700361
1,,1,2025-03-19T09:20:11.346761,practical,ecological,healthy,polluting,dangerous,tiring,fast,expensive,ecological,65+,,,,,,,,,,,,false,,,,,,0,bike,upt_subs,train_subs,mob_subs,,,,1,0,true,,,,,,,,,,,0,,,,,0,false,0,0,,,,,,,,,,,,,,,,,5,0,true,,,,,0,5,5,0,0,true,0,0,5,5,1,1,0,0,5,5,4,4,5,4,5,4,2,5,1,1,5,1,5,"Rue des Charbonniers, 1225 Chêne-Bourg CH",46.1961967,6.1977378000000005,0,,,,,,70,,Lausanne CH,46.52872495,6.6523409000000004,,84,c_Vq4Pk4ivC6SLHSGB_dsQ,,0.7,0.7,0,0,1,1,0,0,,tpu,train,,46,44,48,60,58,50,58,59,,,,,,,cff_pass_ag,,,,cff_pass_ag,,,,,,,,ebike_fleet,train_pro,,,,,velo,train,,,,,2025-03-19T09:27:39.315236
3,,2,2025-03-19T12:16:35.213084,fast,cheap,practical,,,,,,,45-64,,,,,,,,,,,,false,,dependent,heavy,night,disabled,100,train_subs,,,,,,,0,2,true,,,,,,,,,,,0,,,,,5,false,10,0,,,,,,,,,,,,,,,,,0,0,false,,,,,0,0,0,0,0,false,0,0,0,0,0,5,0,10,0,0,1,3,1,3,1,3,1,3,5,5,5,5,1,Lausanne CH,46.52872495,6.6523409000000004,40,,,,,,0,,Rue Jean Tschumi 1015 Ecublens CH,46.52034245,6.56488125,,85,7TQPHLgWxWX50H3bAuy_IQ,,1,1,1,0,0,0,0,0,,inter,elec,,54,61,62,52,53,60,59,60,,,,,,,cff_pass_ag,,,,ev_charging,,,,,,,,,train_pro,,,,train,,,,,,,2025-03-19T13:06:14.269147
1,,1,2025-03-19T16:26:39.641601,fast,cheap,practical,polluting,dangerous,fast,fast,ecological,safe,45-64,,,,,,,,,,,,false,,heavy,,,,100,bike,,,,,,,5,0,false,,,,,,,,,,,0,,,,,0,false,1,1,,,,,,,,,,,,,,,,,7,0,false,,,,,0,7,0,0,0,false,0,0,0,0,2,0,5,1,4,1,1,2,2,4,3,1,4,5,1,1,4,1,4,"Rue des Voisins, 1205 Genève CH",46.1959189,6.144433449999999,0,,,,,,25,,Route de la Galaise 32 1228 Plan-les-Ouates CH,46.1677445,6.1029748,,87,hciV91BYxHYxCoZVPeUeTg,,0.7,1,0,0,1,1,0,0,,tpu,elec,,48,48,48,68,58,47,61,62,,,,,,,cff_pass_ag,,,,,,,,,,,,ebike_fleet,train_pro,,,,train,velo,,,,,,2025-03-19T16:33:14.358349
1,,1,2025-03-19T17:36:13.270203,cheap,practical,healthy,expensive,congested,pleasant,fast,relax,reliable,45-64,,,,,,,,,,,,false,,,,,,100,eab,upt_subs,train_subs,,,,,3,0,false,,,,,,,,,,,0,,,,,0,false,0,0,,,,,,,,,,,,,,,,,3,0,false,,,,,0,3,1,3,0,false,0,0,5,5,3,0,3,0,5,5,3,3,4,3,4,5,4,4,1,1,5,5,3,Épalinges CH,46.552389500000004,6.66673705,40,,,,,,80,,Route de la Galaise 32 1228 Plan-les-Ouates CH,46.1677445,6.1029748,,89,IITA7M5oXpF6D2h6lxTpxw,,0.7,0.7,1,0,1,0,0,0,,tpu,inter,,46,46,51,62,61,56,58,59,,,,,,,cff_pass_ag,,,,cff_pass_ag,,,,,,,,ebike_fleet,train_pro,,,,,velo,train,,,,,2025-03-19T17:42:43.296516
3,,2,2025-03-20T08:06:14.519837,pleasant,constraining,tiring,healthy,,,relax,impractical,,26-44,,,,,,,,,,,,false,,heavy,,,,100,train_subs,,,,,,,2,5,true,,,,,,,,,,,0,,,,,10,false,25,0,,,,,,,,,,,,,,,,,5,15,true,,,,,1,0,0,0,5,true,10,0,10,0,0,0,4,6,6,15,5,4,1,5,1,1,5,1,4,5,3,1,4,"Rue du Grand-Pré, 1211 Genève CH",46.21383815,6.13614075,40,,,,,,15,,Rue Jean Tschumi 1015 Ecublens CH,46.52034245,6.56488125,,91,AoKPYRn3-H0iEaoxM99N1A,,0.7,1,0,0,0,0,0,0,,elec,covoit,,66,73,60,66,48,42,46,47,,,,,,,ev_charging,,,,carpool_connect,,,,,,,,,,,,,elec,velo,elec,,,,,2025-03-20T08:49:50.429177
3,,2,2025-03-20T08:49:55.879023,slow,polluting,safe,fast,cheap,,slow,healthy,tiring,65+,,,,,,,,,,,,false,,night,,,,100,upt_subs,train_subs,mob_subs,eab,moto,car_driver,car_passenger,5,7,false,,,,,,,,,,,5,,,,,0,false,5,0,,,,,,,,,,,,,,,,,5,5,true,,,,,1,5,0,5,0,false,0,25,10,0,2,0,4,30,15,6,1,5,1,3,4,1,1,4,5,1,1,1,4,"Rue du Grand-Pré, 1211 Genève CH",46.21383815,6.13614075,55,,,,,,15,,Rue Jean Tschumi 1015 Ecublens CH,46.52034245,6.56488125,,93,re-FntppmjIUy5bmtYxjPA,,0.7,0.7,0,0,0,0,0,0,,covoit,elec,,70,60,54,66,56,47,66,67,,,,,,,carpool_connect,,,,ev_charging,,,,,,,,,,,,,,velo,elec,,,,,2025-03-20T08:52:20.197025
